Country,Year,Latitude,Longitude,Death_Category
Colombia,19,6.8,-73.0,1-50 Deaths
Taiwan,19,24.5,122.2,1-50 Deaths
Chile,19,-21.7,-69.5,1-50 Deaths
Italy,19,37.8,13.2,1-50 Deaths
Japan,19,32,130.6,1-50 Deaths
Kenya,19,-0.6,34.4,1-50 Deaths
New Zealand,19,-41.7,172.0,1-50 Deaths
Peru,19,-5.6,-77.2,1-50 Deaths
Turkey,19,39.2,40.1,1-50 Deaths
Mexico-Guatemala,19,15.5,-92.7,1-50 Deaths
Balkans Nw,19,42.1,19.3,1-50 Deaths
Egypt,19,27.7,34.0,1-50 Deaths
Albania,19,40.7,19.8,1-50 Deaths
South Africa,19,-32.9,19.7,1-50 Deaths
Philippines,19,12.6,122.1,1-50 Deaths
Iran,19,38.6,44.7,1-50 Deaths
India,19,21.7,73.0,1-50 Deaths
Turkey,19,38.8,36.7,1-50 Deaths
Peru,19,-1.5,-72.6,1-50 Deaths
Iran,19,36.6,55.6,1-50 Deaths
Iran,19,28.3,55.6,1-50 Deaths
Indonesia,19,-7.2,109.1,1-50 Deaths
Italy,19,44.8,10.3,1-50 Deaths
Iran,19,36.3,52.7,1-50 Deaths
Italy,19,43.8,13.3,1-50 Deaths
Italy,19,43.8,13.3,1-50 Deaths
Costa Rica,19,10.679,-84.759,1-50 Deaths
Colombia; San Cristobal,19,4.956,-78.144,1-50 Deaths
Iran,19,30.57,52.89,1-50 Deaths
Peru,19,-12.3,-76.35,1-50 Deaths
Turkey,19,38.6,27.0,1-50 Deaths
Colombia,19,6.89,-72.93,1-50 Deaths
Venezuela,19,10.56,-63.38,1-50 Deaths
Colombia,19,7.75,-77.69,1-50 Deaths
India,19,32.46,78.43,1-50 Deaths
Iran,19,27.5,56.26,1-50 Deaths
Venezuela,19,10.04,-69.75,1-50 Deaths
Myanmar (Burma),19,21.49,94.7,1-50 Deaths
Algeria,19,36.32,5.241,1-50 Deaths
Guatemala,19,14.767,-91.061,1-50 Deaths
Turkey,19,41.13,43.01,1-50 Deaths
Ecuador,19,0.78,-79.8,1-50 Deaths
Turkey,19,40.89,42.85,1-50 Deaths
Philippines,19,7.249,122.939,1-50 Deaths
South Africa,19,-27.953,26.653,1-50 Deaths
Iran,19,39,44.0,1-50 Deaths
Turkey,19,38.56,40.02,1-50 Deaths
Iran,19,38.934,44.38,1-50 Deaths
Iran,19,39,44.0,1-50 Deaths
Colombia,19,7.34,-76.3,1-50 Deaths
Italy,19,38.1,16.03,1-50 Deaths
Mexico,19,17.03,-99.74,1-50 Deaths
Italy,19,38.391,15.066,1-50 Deaths
Guatemala,19,14.843,-91.022,1-50 Deaths
Mexico,19,16.01,-96.591,1-50 Deaths
Taiwan,19,23.247,122.075,1-50 Deaths
Peru,19,-16.39,-72.658,1-50 Deaths
Mexico,19,17.813,-101.276,1-50 Deaths
Indonesia,19,-8.207,115.949,1-50 Deaths
Indonesia,19,-1.679,136.04,1-50 Deaths
Italy,19,42.812,13.061,1-50 Deaths
Indonesia,19,-8.254,115.847,1-50 Deaths
Guatemala,19,13.833,-90.881,1-50 Deaths
Indonesia,19,-7.656,108.252,1-50 Deaths
Indonesia,19,-3.299,102.712,1-50 Deaths
Indonesia,19,-8.39,115.889,1-50 Deaths
Greece,19,39.203,22.729,1-50 Deaths
Iran,19,37.19,50.201,1-50 Deaths
Honduras;  N Guatemala,19,15.888,-88.516,1-50 Deaths
Ecuador,19,-1.948,-80.017,1-50 Deaths
India,19,32.913,75.633,1-50 Deaths
India,19,32.834,75.629,1-50 Deaths
Peru,19,-13.347,-74.545,1-50 Deaths
Iran,19,34.587,50.652,1-50 Deaths
Iran,19,34.503,50.59,1-50 Deaths
Peru,19,-13.144,-74.376,1-50 Deaths
Peru,19,-13.166,-74.522,1-50 Deaths
Mexico,19,18.048,-102.084,1-50 Deaths
Pakistan,19,29.856,66.962,1-50 Deaths
Mexico,19,17.25,-93.21,1-50 Deaths
Indonesia,19,-8.405,123.08,1-50 Deaths
Iran,19,35.953,52.264,1-50 Deaths
Costa Rica,19,8.717,-83.123,1-50 Deaths
China,19,40.025,75.26,1-50 Deaths
Peru,19,-4.843,-78.103,1-50 Deaths
Japan,19,35.5,139.07,1-50 Deaths
Indonesia,19,-2.823,118.806,1-50 Deaths
Turkey,19,40.545,42.403,1-50 Deaths
India,19,24.641,92.891,1-50 Deaths
Iran,19,28.399,52.997,1-50 Deaths
Indonesia,19,-4.13,136.049,1-50 Deaths
Algeria,19,36.46,6.761,1-50 Deaths
Italy,19,37.688,15.068,1-50 Deaths
India,19,32.128,76.374,1-50 Deaths
Turkey,19,37.993,37.806,1-50 Deaths
Taiwan,19,24.125,121.619,1-50 Deaths
Iran,19,29.962,51.582,1-50 Deaths
Venezuela,19,10.77,-69.428,1-50 Deaths
Brazil,19,-5.494,-35.769,1-50 Deaths
Algeria,19,35.964,1.374,1-50 Deaths
Japan,19,32.034,131.837,1-50 Deaths
Indonesia,19,2.244,98.866,1-50 Deaths
Iran,19,34.076,48.266,1-50 Deaths
Ecuador,19,-0.978,-78.05,1-50 Deaths
California,19,34.07,-118.1,1-50 Deaths
Bangladesh,19,24.688,91.57,1-50 Deaths
Taiwan,19,23.902,121.598,1-50 Deaths
Iran,19,29.974,51.679,1-50 Deaths
Malawi,19,-13.702,34.42,1-50 Deaths
China,19,29.987,99.195,1-50 Deaths
China,19,23.553,99.526,1-50 Deaths
Bangladesh,19,21.861,89.763,1-50 Deaths
China,19,31.583,102.433,1-50 Deaths
China,19,29.882,106.804,1-50 Deaths
Iran,19,29.892,57.718,1-50 Deaths
Pakistan,19,28.925,66.331,1-50 Deaths
Indonesia,19,1.186,122.857,1-50 Deaths
Sudan,19,5.121,32.145,1-50 Deaths
Iran,19,36.636,49.799,1-50 Deaths
Ecuador,19,-0.059,-78.449,1-50 Deaths
South Africa,19,-28.014,26.727,1-50 Deaths
South Africa,19,-26.39,27.349,1-50 Deaths
Iran,19,28.251,55.462,1-50 Deaths
Indonesia,19,3.908,97.457,1-50 Deaths
France,19,44.885,6.76,1-50 Deaths
Turkey,19,39.597,41.118,1-50 Deaths
Malaysia,19,5.865,116.746,1-50 Deaths
Indonesia,19,-8.099,124.681,1-50 Deaths
Yemen,19,13.887,44.068,1-50 Deaths
Iran,19,36.924,49.603,1-50 Deaths
Iran,19,31.726,50.778,1-50 Deaths
Pakistan,19,33.377,71.317,1-50 Deaths
Pakistan,19,29.087,66.74,1-50 Deaths
Nicaragua,19,11.727,-87.386,1-50 Deaths
Iran,19,29.134,52.187,1-50 Deaths
Congo,19,-6.087,26.651,1-50 Deaths
Colombia,19,7.075,-76.862,1-50 Deaths
Fiji Islands,19,-14.385,-178.252,1-50 Deaths
China,19,29.084,87.333,1-50 Deaths
Peru,19,-11.652,-76.53,1-50 Deaths
Iran,19,30.149,50.814,1-50 Deaths
Costa Rica,19,9.821,-83.622,1-50 Deaths
Sudan,19,15.385,31.69,1-50 Deaths
Guatemala,19,14.717,-92.645,1-50 Deaths
Indonesia,19,1.015,127.733,1-50 Deaths
Uganda,19,0.593,30.037,1-50 Deaths
Iran,19,30.853,60.596,1-50 Deaths
Iran,19,29.096,52.617,1-50 Deaths
Haiti,19,19.803,-72.799,1-50 Deaths
Indonesia,19,-10.477,112.835,1-50 Deaths
Taiwan,19,24.511,121.905,1-50 Deaths
Peru,19,-13.841,-67.553,1-50 Deaths
Iran,19,28.968,52.614,1-50 Deaths
Indonesia,19,-1.258,127.98,1-50 Deaths
Colombia,19,5.05,-72.916,1-50 Deaths
Colombia,19,4.104,-76.622,1-50 Deaths
China,19,21.966,99.196,1-50 Deaths
China,19,36.427,103.123,1-50 Deaths
Mexico,19,16.779,-98.597,1-50 Deaths
Ecuador,19,-2.75,-77.881,1-50 Deaths
China,19,39.993,76.696,1-50 Deaths
Solomon Islands,19,-6.518,154.999,1-50 Deaths
Mexico,19,18.219,-102.756,1-50 Deaths
China,19,39.474,76.998,1-50 Deaths
China,19,39.422,76.839,1-50 Deaths
Pakistan,19,34.872,71.62,1-50 Deaths
China,19,39.527,76.941,1-50 Deaths
Afghanistan,19,36.411,70.945,1-50 Deaths
South Africa,19,-26.857,26.619,1-50 Deaths
Indonesia,19,-3.776,119.727,1-50 Deaths
Chile,19,-30.933,-71.22,1-50 Deaths
India-Bangladesh,19,22.212,92.702,1-50 Deaths
Afghanistan-Tajikistan,19,36.479,71.086,1-50 Deaths
Iran,19,30.154,57.605,1-50 Deaths
Iran,19,32.457,59.976,1-50 Deaths
Azores,19,38.65,-28.626,1-50 Deaths
Ecuador,19,-0.593,-80.393,1-50 Deaths
China,19,39.66,77.343,1-50 Deaths
Indonesia,19,-8.194,112.413,1-50 Deaths
Iran,19,27.791,53.608,1-50 Deaths
China,19,27.308,101.029,1-50 Deaths
Iran,19,28.343,57.193,1-50 Deaths
Iran,19,29.501,51.88,1-50 Deaths
Mexico,19,18.386,-97.436,1-50 Deaths
Guatemala,19,15.782,-88.33,1-50 Deaths
Bangladesh,19,21.544,91.895,1-50 Deaths
Turkey,19,40.711,29.949,1-50 Deaths
Turkey,19,40.709,30.045,1-50 Deaths
Taiwan,19,23.738,121.158,1-50 Deaths
Turkey,19,40.744,30.266,1-50 Deaths
China,19,24.589,102.872,1-50 Deaths
Vanuatu Islands,19,-16.423,168.214,1-50 Deaths
Turkey,19,40.358,42.346,1-50 Deaths
Indonesia,19,-6.845,105.555,1-50 Deaths
China,20,25.607,101.063,1-50 Deaths
Iran,20,35.288,58.218,1-50 Deaths
Indonesia,20,-1.105,123.573,1-50 Deaths
Taiwan,20,24.223,121.058,1-50 Deaths
Indonesia,20,-4.612,101.905,1-50 Deaths
Taiwan,20,23.843,121.225,1-50 Deaths
Japan,20,34.221,139.131,1-50 Deaths
Nicaragua,20,11.884,-85.988,1-50 Deaths
China,20,25.826,102.194,1-50 Deaths
Papua New Guinea,20,-3.98,152.169,1-50 Deaths
Azerbaijan,20,40.245,49.946,1-50 Deaths
Turkmenistan,20,39.566,54.799,1-50 Deaths
China,20,29.513,101.129,1-50 Deaths
El Salvador,20,13.605,-88.795,1-50 Deaths
China,20,27.689,101.003,1-50 Deaths
Afghanistan,20,35.169,69.389,1-50 Deaths
Peru,20,-17.543,-72.077,1-50 Deaths
Peru,20,-14.258,-72.683,1-50 Deaths
China,20,26.316,100.648,1-50 Deaths
Tajikistan,20,38.673,69.902,1-50 Deaths
Papua New Guinea,20,-3.212,142.427,1-50 Deaths
Rwanda,20,-1.684,29.077,1-50 Deaths
Turkey,20,38.573,31.271,1-50 Deaths
Iran,20,28.093,51.755,1-50 Deaths
Philippines,20,6.033,124.249,1-50 Deaths
Taiwan,20,24.279,122.179,1-50 Deaths
Tajikistan; Afghanistan,20,39.959,69.417,1-50 Deaths
Balkans Nw,20,42.436,21.466,1-50 Deaths
Iran,20,34.642,47.4,1-50 Deaths
Georgia,20,41.765,44.96,1-50 Deaths
Tanzania,20,-2.907,33.733,1-50 Deaths
Indonesia,20,-1.196,121.333,1-50 Deaths
Italy,20,38.381,13.701,1-50 Deaths
Papua New Guinea,20,-3.302,142.945,1-50 Deaths
India,20,13.036,93.068,1-50 Deaths
Indonesia,20,-1.757,134.297,1-50 Deaths
Congo,20,-1.884,29.004,1-50 Deaths
Italy,20,41.789,14.872,1-50 Deaths
Pakistan,20,35.517,74.654,1-50 Deaths
Indonesia,20,2.824,96.085,1-50 Deaths
Pakistan,20,35.414,74.515,1-50 Deaths
China,20,39.736,97.443,1-50 Deaths
Turkey,20,39.5,39.878,1-50 Deaths
China,20,39.483,77.393,1-50 Deaths
Indonesia,20,-8.294,120.743,1-50 Deaths
China,20,39.43,77.219,1-50 Deaths
Indonesia,20,2.354,128.855,1-50 Deaths
Algeria,20,36.939,3.578,1-50 Deaths
Iran,20,28.355,54.169,1-50 Deaths
China,20,25.975,101.29,1-50 Deaths
Bangladesh,20,22.854,92.306,1-50 Deaths
China,20,43.77,119.643,1-50 Deaths
China,20,25.954,101.254,1-50 Deaths
China,20,38.4,100.951,1-50 Deaths
China,20,34.712,103.834,1-50 Deaths
China,20,27.372,103.971,1-50 Deaths
China,20,42.905,80.515,1-50 Deaths
Panama-Costa Rica,20,8.416,-82.824,1-50 Deaths
Indonesia,20,-3.615,135.538,1-50 Deaths
Pakistan,20,34.774,73.216,1-50 Deaths
Indonesia,20,-0.466,100.655,1-50 Deaths
Burundi,20,-3.393,29.558,1-50 Deaths
Turkey,20,39.93,40.812,1-50 Deaths
Afghanistan,20,36.512,71.029,1-50 Deaths
Taiwan,20,24.081,121.611,1-50 Deaths
Pakistan,20,30.126,67.121,1-50 Deaths
Iran,20,36.29,51.61,1-50 Deaths
Turkey,20,39.766,43.979,1-50 Deaths
Slovenia,20,46.296,13.641,1-50 Deaths
New Zealand,20,-38,176.51,1-50 Deaths
Afghanistan,20,33.426,69.524,1-50 Deaths
Turkey,20,39.634,43.966,1-50 Deaths
China,20,27.266,103.873,1-50 Deaths
Turkey,20,38.377,39.261,1-50 Deaths
Argentina,20,-28.573,-65.84,1-50 Deaths
Japan,20,37.226,138.779,1-50 Deaths
Indonesia,20,-8.152,124.868,1-50 Deaths
Costa Rica,20,9.602,-84.172,1-50 Deaths
Guadeloupe,20,15.679,-61.706,1-50 Deaths
Indonesia,20,-1.198,119.933,1-50 Deaths
Turkey,20,37.622,43.703,1-50 Deaths
Indonesia,20,-7.037,107.819,1-50 Deaths
South Africa,20,-26.913,26.789,1-50 Deaths
Japan,20,33.807,130.131,1-50 Deaths
Chile,20,-19.987,-69.197,1-50 Deaths
China,20,46.827,125.058,1-50 Deaths
Peru,20,-5.678,-76.398,1-50 Deaths
Turkey,20,38.152,26.751,1-50 Deaths
China,20,23.604,107.798,1-50 Deaths
China,20,29.695,115.689,1-50 Deaths
Iran,20,26.774,55.858,1-50 Deaths
Congo,20,-6.224,29.83,1-50 Deaths
Afghanistan,20,36.357,71.093,1-50 Deaths
India,20,30.476,79.255,1-50 Deaths
India,20,27.382,88.388,1-50 Deaths
Mozambique,20,-21.324,33.583,1-50 Deaths
Pakistan,20,33.129,73.887,1-50 Deaths
Algeria,20,36.623,5.328,1-50 Deaths
Iran,20,27.574,55.685,1-50 Deaths
Iran,20,26.759,55.843,1-50 Deaths
China,20,27.995,104.138,1-50 Deaths
Tajikistan,20,37.255,68.828,1-50 Deaths
China,20,28.012,104.151,1-50 Deaths
Trinidad,20,10.814,-61.758,1-50 Deaths
Indonesia,20,-8.251,118.777,1-50 Deaths
Indonesia,20,0.626,99.859,1-50 Deaths
Taiwan,20,21.799,120.547,1-50 Deaths
Indonesia,20,1.065,126.282,1-50 Deaths
Japan,20,37.336,136.588,1-50 Deaths
China,20,23.028,101.052,1-50 Deaths
Japan,20,37.57,138.478,1-50 Deaths
Tajikistan,20,38.936,70.485,1-50 Deaths
Russia,20,47.116,141.798,1-50 Deaths
Utah,20,39.465,-111.237,1-50 Deaths
Utah,20,39.464,-111.207,1-50 Deaths
Indonesia,20,-4.438,101.367,1-50 Deaths
Pakistan,20,35.304,76.753,1-50 Deaths
India,20,21.181,70.724,1-50 Deaths
Philippines,20,9.721,124.647,1-50 Deaths
Indonesia,20,-8.277,118.339,1-50 Deaths
Martinique,20,14.944,-61.274,1-50 Deaths
Brazil,20,-15.048,-44.231,1-50 Deaths
Algeria,20,35.616,-0.57,1-50 Deaths
Indonesia,20,1.011,97.442,1-50 Deaths
Congo,20,-2.296,28.9,1-50 Deaths
India,20,23.433,87.111,1-50 Deaths
Rwanda,20,-2.404,28.918,1-50 Deaths
Indonesia,20,2.768,95.964,1-50 Deaths
Colombia,20,4.33,-73.764,1-50 Deaths
China,20,32.57,105.424,1-50 Deaths
Algeria,20,35.883,-0.658,1-50 Deaths
Greece,20,37.963,21.525,1-50 Deaths
Japan,20,39.03,140.881,1-50 Deaths
Peru,20,-15.986,-71.748,1-50 Deaths
Japan,20,39.802,141.464,1-50 Deaths
China,20,32.747,105.542,1-50 Deaths
China,20,32.756,105.494,1-50 Deaths
China,20,25.044,97.684,1-50 Deaths
China,20,26.272,101.937,1-50 Deaths
Indonesia,20,-3.935,103.058,1-50 Deaths
Iran,20,26.743,55.828,1-50 Deaths
India,20,17.438,73.915,1-50 Deaths
China,20,29.807,90.35,1-50 Deaths
Russia,20,43.372,46.254,1-50 Deaths
Indonesia,20,1.271,122.091,1-50 Deaths
Czech Republic,20,49.914,18.455,1-50 Deaths
China,20,32.518,105.395,1-50 Deaths
Papua New Guinea,20,-0.414,132.885,1-50 Deaths
Costa Rica,20,10.165,-84.197,1-50 Deaths
Italy,20,42.275,13.464,1-50 Deaths
Afghanistan,20,34.185,70.076,1-50 Deaths
Honduras,20,16.72,-86.236,1-50 Deaths
Kazakhstan,20,44.724,78.864,1-50 Deaths
China,20,29.358,105.438,1-50 Deaths
Japan,20,34.743,138.264,1-50 Deaths
Bhutan,20,27.332,91.437,1-50 Deaths
Indonesia,20,-2.515,101.501,1-50 Deaths
Afghanistan,20,36.517,70.95,1-50 Deaths
Indonesia,20,-8.207,118.631,1-50 Deaths
South Africa,20,-26.414,27.494,1-50 Deaths
Malawi,20,-9.948,33.878,1-50 Deaths
Malawi,20,-10.108,33.818,1-50 Deaths
Indonesia,20,-7.907,107.879,1-50 Deaths
China,20,25.558,105.804,1-50 Deaths
China,20,30.268,105.668,1-50 Deaths
Argentina,20,-24.872,-65.602,1-50 Deaths
Mexico,20,32.297,-115.278,1-50 Deaths
Afghanistan,20,35.633,67.658,1-50 Deaths
Algeria,20,35.9,4.12,1-50 Deaths
Mexico,20,16.396,-97.782,1-50 Deaths
Iran,20,27.022,53.861,1-50 Deaths
Iran,20,35.49,54.47,1-50 Deaths
Iran,20,29.647,51.665,1-50 Deaths
Pakistan,20,33.869,72.887,1-50 Deaths
Iran,20,28.412,59.18,1-50 Deaths
Pakistan,20,28.777,63.951,1-50 Deaths
Myanmar (Burma),20,24.618,94.68,1-50 Deaths
China,20,24.719,97.969,1-50 Deaths
Japan,20,38.276,141.588,1-50 Deaths
Japan,20,37.001,140.401,1-50 Deaths
Spain,20,37.699,-1.672,1-50 Deaths
Turkey,20,39.12,29.04,1-50 Deaths
New Zealand,20,-43.564,172.743,1-50 Deaths
Uzbekistan,20,40.081,71.41,1-50 Deaths
Indonesia,20,2.965,97.893,1-50 Deaths
Guatemala,20,14.186,-90.238,1-50 Deaths
Peru,20,-14.438,-75.966,1-50 Deaths
India,20,27.449,88.684,1-50 Deaths
Turkey,20,38.429,43.229,1-50 Deaths
Mexico,20,17.844,-99.963,1-50 Deaths
Chile,20,-35.2,-72.217,1-50 Deaths
Indonesia,20,2.327,93.063,1-50 Deaths
Chile,20,-32.625,-71.365,1-50 Deaths
Tajikistan,20,38.612,70.354,1-50 Deaths
Italy,20,44.89,11.23,1-50 Deaths
Italy,20,44.851,11.086,1-50 Deaths
China,20,27.767,100.781,1-50 Deaths
China,20,32.978,119.593,1-50 Deaths
Indonesia,20,2.707,96.045,1-50 Deaths
Indonesia,20,-1.315,120.096,1-50 Deaths
Philippines,20,10.811,126.638,1-50 Deaths
Costa Rica,20,10.085,-85.315,1-50 Deaths
Myanmar (Burma),20,23.005,95.885,1-50 Deaths
Iran,20,33.506,59.571,1-50 Deaths
Indonesia,20,4.927,95.907,1-50 Deaths
Taiwan,20,23.828,121.215,1-50 Deaths
Iran,20,28.428,51.593,1-50 Deaths
Iran; Pakistan,20,28.033,61.996,1-50 Deaths
Texas,20,31.817,-97.088,1-50 Deaths
Afghanistan,20,34.526,70.22,1-50 Deaths
India,20,33.061,75.863,1-50 Deaths
Iran,20,26.56,57.77,1-50 Deaths
Taiwan,20,23.789,121.141,1-50 Deaths
Indonesia,20,4.645,96.665,1-50 Deaths
China,20,28.229,99.37,1-50 Deaths
Guatemala,20,14.643,-92.104,1-50 Deaths
Pakistan,20,27.263,65.587,1-50 Deaths
Indonesia,20,5.067,96.031,1-50 Deaths
Iran,20,29.363,51.314,1-50 Deaths
Iran,20,27.261,54.428,1-50 Deaths
Chile,20,-19.642,-70.817,1-50 Deaths
Pakistan,20,26.387,68.358,1-50 Deaths
Greece,20,40.305,25.453,1-50 Deaths
Mexico; Guatemala,20,14.742,-92.409,1-50 Deaths
Mexico,20,17.842,-95.524,1-50 Deaths
South Africa,20,-26.986,26.741,1-50 Deaths
Ecuador,20,-0.076,-78.302,1-50 Deaths
California,20,38.22,-122.313,1-50 Deaths
Peru,20,-13.814,-71.744,1-50 Deaths
China,20,23.386,100.487,1-50 Deaths
China,20,30.343,101.72,1-50 Deaths
China,20,23.336,100.474,1-50 Deaths
Balkans Nw,20,44.52,18.93,1-50 Deaths
China,20,33.179,115.798,1-50 Deaths
Taiwan,20,24.194,122.327,1-50 Deaths
